Organisation Code,Legal Name,Trading Name,Is Rto,Rto Status,Registration Manager,Initial Registration Date,Registration Start Date,Registration End Date,Registration End Reason,Head Office Physical Address,Head office location state,Longitude,Latitude,ACN,ABNs,Rto Type,Urls
"	6372","Institute of Training and Further Education Pty Ltd","Summer School Training Australia, Work Health Safety Training Australia, Child Care Institute of Australia, Institute of Training and Further Education, Aged Care Training Australia, RESPONSIBLE SERVICE OF ALCOHOL (RSA) TRAINING COURSE SYDNEY PARRAMATTA MELBOURNE BRISBANE ADELAIDE, HOSPITALITY TRAINING AUSTRALIA",True,"Current","ASQA",1999/03/02,2019/04/01,2026/03/31,"","Level 2 192-198 High St  NORTHCOTE VIC 3070","VIC",144.998080000,-37.774730000,"086004097","35086004097","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.itfe.edu.au"
"	90081","International Child Care College Pty Ltd","International Child Care College Pty Ltd",True,"Current","ASQA",1999/12/22,2018/07/29,2025/07/27,"","146 Lambton Road  Broadmeadow NSW 2292","NSW",151.725020000,-32.923020000,"108658706","53108658706","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://childcarecollege.com.au"
"	22037","ITHEA Corporation Pty Ltd","Ithea College, ITHEA CORPORATION PTY LTD",True,"Current","ASQA",2007/12/19,2018/08/07,2025/08/05,"","Level 9 10 & 11 168 Lonsdale Street Melbourne VIC 3000","VIC",144.967380000,-37.810580000,"125368569","40125368569","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.ithea.vic.edu.au"
"	45773","J&L Consultancy Pty Ltd","Brilliant Institute of Business and Education",True,"Current","ASQA",2021/11/24,2021/11/24,2023/11/23,"","73-81 Murray St  HOBART TAS 7000","TAS",147.325270000,-42.882140000,"632071839","65632071839","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.bibe.tas.edu.au"
"	122208","Job Training Institute Pty Ltd","",True,"Current","ASQA",2009/02/22,2019/02/22,2026/02/20,"","Level 4 259 Collins St  MELBOURNE VIC 3000","VIC",144.959860000,-37.817200000,"132734680","49132734680","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.jti.edu.au"
"	21014","JobCo. Employment Services Inc","JobCo. Training",True,"Current","ASQA",2001/04/24,2022/05/01,2029/04/30,"","279 Lygon Street  BRUNSWICK VIC 3057","VIC",144.971810000,-37.769840000,"","60125260244","Community Based Adult Education Provider","https://www.jobco.com.au"
"	91434","Joblink Plus Ltd","Australian Training Plus",True,"Current","ASQA",2008/09/16,2018/09/16,2025/09/15,"","490 Peel St  TAMWORTH NSW 2340","NSW",150.935190000,-31.095570000,"092410092","12499095112","Community Based Adult Education Provider","http://www.atplus.edu.au"
"	0305","Jobs South West Inc","JSW Training & Community Services",True,"Current","WA TAC",1993/05/11,2017/10/12,2024/10/31,"","1/101 Victoria Street  BUNBURY WA 6230","WA",115.636450000,-33.318770000,"081676271","31081676271","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.jsw.org.au"
"	91454","Julie Reid Management Pty Ltd","MP Training and Recruitment, MP PERSONNEL AND TRAINING",True,"Current","ASQA",2008/10/28,2019/01/13,2026/01/11,"","38 High St  WODONGA VIC 3690","VIC",146.892250000,-36.114870000,"065112870","16065112870","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.mptrainingandrecruitment.com.au"
"	20815","Kal Multimedia Training Pty Ltd","KAL Training",True,"Current","ASQA",2000/04/03,2019/05/01,2026/01/29,"","Unit 1 16 Network Dr  TRUGANINA VIC 3029","VIC",144.743880000,-37.827890000,"110914657","84110914657","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.kaltraining.com.au"
"	70045","Karen Sheldon Group Pty Ltd","Karen Sheldon Training and Development, Karen Sheldon Catering, Karen Sheldon Training",True,"Current","ASQA",2009/05/15,2019/08/05,2026/08/04,"","Level 3 TIO Stadium Marrara NT 0820","NT",130.906090000,-12.336460000,"117356779","21117356779","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.karensheldontraining.com"
"	5394","Kath Dickson Family Centre Ltd","The Kath Dickson Institute, Kath Dickson Institute of Early Childhood Studies",True,"Current","ASQA",1998/01/01,2017/02/18,2024/02/16,"","5 Jennings St  SOUTH TOOWOOMBA QLD 4350","QLD",151.963520000,-27.571020000,"613371350","21717720330","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.kdfc.com.au"
"	51259","Kingston International College Pty Ltd","Kingston International College",True,"Current","ASQA",2003/12/04,2021/03/01,2028/02/28,"","Unit 131 131 Harold St HIGHGATE WA 6003","WA",115.870720000,-31.938650000,"105745695","85105745695","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.kingstoncollege.wa.edu.au"
"	91839","Kirsty Fantini","Early Years Training & Consultancy",True,"Current","ASQA",2011/05/23,2016/05/24,2023/05/23,"","Unit 3 940 Old Northern Rd  GLENORIE NSW 2157","NSW",151.007010000,-33.601080000,"","45136930441","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.earlyyearstraining.com.au"
"	40636","Kool Kids Training College Pty Ltd atf Kool Kids Training College No. 2 Trust","",True,"Current","ASQA",2013/04/03,2018/04/03,2025/04/02,"","106 Queen St  SOUTHPORT QLD 4215","QLD",153.411310000,-27.972970000,"159863608","34159863608","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.koolkidstrainingcollege.com.au"
"	3900","Lady Gowrie Child Centre Melbourne Inc","Gowrie Victoria",True,"Current","ASQA",1991/06/01,2020/07/01,2027/06/30,"","Cnr Canning & Newry Streets  North Carlton VIC 3054","VIC",144.974740000,-37.786320000,"","27625198252","Community Based Adult Education Provider","http://www.gowrievictoria.org.au"
"	45602","Lady Gowrie Tasmania Incorporated","",True,"Current","ASQA",2020/04/09,2022/04/09,2029/04/08,"","346 Macquarie St  SOUTH HOBART TAS 7004","TAS",147.316600000,-42.892700000,"","34730372717","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.gowrie-tas.com.au"
"	5064","Laurels Education and Training Inc.","Laurels Education and Training Inc.",True,"Current","VRQA",1997/08/01,2015/09/01,2026/02/28,"","229 Main St  BACCHUS MARSH VIC 3340","VIC",144.442930000,-37.676710000,"000000000","52269763355","Community Based Adult Education Provider","http://www.thelaurels.org.au"
"	6408","Laverton Community Integrated Services Inc","Laverton Community Education Centre",True,"Current","VRQA",1999/03/02,1999/03/02,2024/05/31,"","12 Crown St  LAVERTON VIC 3028","VIC",144.767780000,-37.866560000,"000000000","46782938029","Community Based Adult Education Provider","http://www.lcis.org.au"
"	40679","Lawson College Australia Pty Ltd","",True,"Current","ASQA",2013/06/06,2022/02/09,2029/02/08,"","Level 2 228-234 Lonsdale Street Dandenong VIC 3175","VIC",145.214600000,-37.987500000,"154259677","45154259677","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.lawsoncollege.edu.au"
"	41489","LEAD COLLEGE PTY LTD","",True,"Current","ASQA",2016/04/29,2016/04/29,2023/04/28,"","Level 1 841 George St  HAYMARKET NSW 2000","NSW",151.204880000,-33.880250000,"604422853","63604422853","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.leadcollege.edu.au"
"	45557","LEAD EDUCATION AND TRAINING PTY LTD","Lead Institute",True,"Current","ASQA",2019/11/15,2021/11/15,2028/11/14,"","120 Brunswick St  FORTITUDE VALLEY QLD 4006","QLD",153.030970000,-27.454820000,"629595839","80629595839","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	32100","Learner Centre Pty Ltd","Apex Training Institute, Brookstone International Institute",True,"Current","ASQA",2010/04/16,2022/04/15,2029/04/14,"","1374 Logan Road  Mount Gravatt QLD 4122","QLD",153.077080000,-27.535130000,"139502524","29139502524","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.apextraining.edu.au/"
"	91341","Learning Lab Pty Ltd","KCA Education",True,"Current","ASQA",2007/09/21,2018/05/06,2025/05/05,"","Ground Floor 269 Sussex St  SYDNEY NSW 2000","NSW",151.203950000,-33.873610000,"010752986","99010752986","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.kca.edu.au"
"	3397","Learning Partners Pty Ltd","Learning Partners",True,"Current","ASQA",2004/08/17,2019/08/17,2026/08/16,"","473 West Tamar Highway  Riverside TAS 7250","TAS",147.084290000,-41.398120000,"067255967","46067255967","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.learningpartners.com.au"
"	31942","LH Education Pty Ltd","Fitness Industry Training, Skilled Care, Skilled Advance",True,"Current","ASQA",2009/05/15,2019/11/01,2026/10/31,"","116 Reservoir Rd  CARDIFF HEIGHTS NSW 2285","NSW",151.667510000,-32.929140000,"132964964","89132964964","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.f-i-t.com.au"
"	5877","Lifetime International.Com Pty Ltd","Lifetime International Training College",True,"Current","ASQA",1998/09/03,2018/09/03,2025/09/02,"","478 Logan Rd  GREENSLOPES QLD 4120","QLD",153.047480000,-27.503520000,"080098120","74080098120","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.lifetime.qld.edu.au"
"	40376","Limestone Coast Work Options Incorporated","",True,"Current","ASQA",2010/09/28,2022/09/28,2029/09/27,"","73 Smith Street  Naracoorte SA 5271","SA",140.751540000,-36.953520000,"","58747793268","Community Based Adult Education Provider","http://www.limestonecoasttraining.org.au"
"	91792","Linx Institute College Pty Ltd","NDIS Training",True,"Current","ASQA",2010/12/23,2015/12/24,2022/12/23,"","Level 5 127 Liverpool St  SYDNEY NSW 2000","NSW",151.208050000,-33.876920000,"617173234","12617173234","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://linx.edu.au/"
"	32054","Logan Workforce Solutions Pty Ltd","Australian Employment and Training Services",True,"Current","ASQA",2009/11/13,2020/05/01,2027/04/30,"","31 OKINJA RD  Alexandra Headland QLD 4572","QLD",153.102740000,-26.665720000,"133342864","21133342864","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.aeats.com.au"
"	52865","Luvium Pty Ltd","Australia Education & Career College",True,"Current","ASQA",2018/11/08,2018/11/08,2025/11/30,"","Unit 2, 36 Truganina Rd  MALAGA WA 6090","WA",115.884690000,-31.864270000,"105957079","78105957079","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	30074","Mabel Park State High School","Mabel Park State High School",True,"Current","ASQA",1998/01/01,2012/06/29,2023/12/31,"","72-116 Paradise Road  Slacks Creek QLD 4127","QLD",153.129970000,-27.639030000,"","19782297608","School - Government","http://www.mabelparkshs.eq.edu.au"
"	6860","Macarthur Community College Inc","Macarthur Community College Inc",True,"Current","ASQA",1995/11/29,2017/06/22,2024/06/21,"","Suite 5 403 Hume Hwy  LIVERPOOL NSW 2170","NSW",150.914660000,-33.935640000,"","26135808624","Community Based Adult Education Provider","http://www.macarthurcc.com.au"
"	41353","Mackay Northern Beaches State High School","Mackay Northern Beaches State High School",True,"Current","ASQA",2015/11/25,2017/11/25,2022/11/24,"","Rosewood Drive  Rural View QLD 4740","QLD",149.160910000,-21.066780000,"","96904257305","School - Government","http://www.macknorthbeachesshs.eq.edu.au"
"	6849","Macleay Valley Workplace Learning Centre Inc","Macleay Vocational College",True,"Current","ASQA",1999/05/20,2018/10/17,2025/10/15,"","1-13 Reginald Ward Street  South Kempsey NSW 2440","NSW",152.827420000,-31.096240000,"","65544907437","Community Based Adult Education Provider","http://www.mvwlc.nsw.edu.au"
"	90033","Macquarie Community College","MBTC - Macquarie Business Training Centre",True,"Current","ASQA",1999/09/16,2018/06/24,2025/06/23,"","263 Marsden Road  Carlingford NSW 2118","NSW",151.055220000,-33.781200000,"103790665","71103790665","Community Based Adult Education Provider","http://www.macquarie.nsw.edu.au"
"	91018","Macquarie Employment Training Service Limited","METS TRAINING SERVICES",True,"Current","ASQA",2004/10/22,2016/03/16,2023/03/15,"","Unit 1 247 King St  MASCOT NSW 2020","NSW",151.203600000,-33.931180000,"643269112","42940098045","Community Based Adult Education Provider","http://www.mets.edu.au"
"	3957","MADEC Australia","MADEC Community College",True,"Current","ASQA",1992/02/01,2019/03/01,2026/02/28,"","MADEC Wesley Centre  126-130 Deakin Avenue  Mildura VIC 3500","VIC",142.159050000,-34.188560000,"086804015","48086804015","Community Based Adult Education Provider","http://madec.edu.au"
"	31736","Malekhu Investments Pty Ltd","Q Learning, Queensford College",True,"Current","ASQA",2008/07/17,2018/11/01,2025/10/31,"","Level 2 359 Queen St Brisbane City QLD 4000","QLD",153.029610000,-27.466560000,"129064437","17129064437","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.queensford.com.au"
"	41070","MANTRA ACADEMY PTY LTD","Australian Global Academy of Education, AGAE",True,"Current","ASQA",2014/12/23,2019/12/23,2026/12/22,"","Unit 1 1926-1928 Sydney Rd  CAMPBELLFIELD VIC 3061","VIC",,,"169265203","34169265203","Education/training Business Or Centre: Privately Operated Registered Training Organisation","https://www.agaeducation.com.au/"
"	91428","Maxis Solutions Pty Ltd","",True,"Current","ASQA",2008/08/20,2018/08/21,2025/08/19,"","Level 3, 11 Murray Rose Avenue  SYDNEY OLYMPIC PARK NSW 2127","NSW",151.069440000,-33.846030000,"144045321","19144045321","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.kiranacolleges.edu.au/"
"	21960","McCarthy Psychology Services Pty Ltd","McCarthy Learning",True,"Current","ASQA",2007/06/29,2017/06/29,2024/06/28,"","Suite 3, Level 3, 47 Princes Highway Dandenong VIC 3175","VIC",145.211130000,-37.982520000,"124042780","14124042780","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.mccarthylearning.com.au"
"	6000","Meerilinga Children and Community Foundation Inc","Meerilinga Training College",True,"Current","WA TAC",1998/08/20,2017/05/11,2024/05/31,"","22 Southport Street  WEST LEEDERVILLE WA 6007","WA",115.840460000,-31.941550000,"","60366468001","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.meerilinga.org.au"
"	45140","MELBOURNE CITY COLLEGE PTY LTD","Melbourne City College Australia",True,"Current","ASQA",2017/03/27,2017/03/27,2024/03/05,"","120 Spencer St Level 9 MELBOURNE VIC 3000","VIC",144.954100000,-37.818280000,"602164625","77602164625","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.melbournecitycollege.edu.au"
"	22172","Melbourne City Institute of Education Pty. Ltd. as Trustee for MCIE Unit Trust","Explore English, Melbourne City Institute of Education, My Choice In Education",True,"Current","ASQA",2008/10/30,2018/10/29,2025/10/27,"","Level 9 234-250 Collins St  MELBOURNE VIC 3000","VIC",144.965750000,-37.815520000,"123911777","11938741874","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.mcie.edu.au"
"	32134","Meridan State College","Meridan State College",True,"Current","ASQA",2009/10/23,2021/10/23,2027/12/31,"","214 Parklands Boulevard  Meridan Plains QLD 4551","QLD",153.103700000,-26.772140000,"","87828965081","School - Government","http://www.meridansc.eq.edu.au"
"	40928","MIHAVEN PTY. LTD.","MiHaven Training",True,"Current","ASQA",2014/05/14,2019/05/14,2026/05/13,"","5 Palm Ave  PARRAMATTA PARK QLD 4870","QLD",145.768870000,-16.929090000,"149776401","72149776401","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.mihaven.com.au"
"	6859","Milcom Communications Pty Ltd","Milcom Institute",True,"Current","ASQA",1999/05/28,2018/03/18,2025/03/17,"","12/1866 Princes Hwy  Clayton VIC 3168","VIC",145.137390000,-37.921250000,"078820774","59078820774","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.milcom.com.au"
"	30857","MOM Training College Pty Ltd","Cairns Training Academy",True,"Current","ASQA",2002/12/11,2018/04/01,2025/03/31,"","2 Wren Ct  BAYVIEW HEIGHTS QLD 4868","QLD",145.734270000,-16.970100000,"139753129","86139753129","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.cta.qld.edu.au"
"	21526","Monash Student Association (Clayton) Inc","Monash Student Association Training and Professional Development, MSA Training and Professional Development, Monash Short Courses Centre",True,"Current","ASQA",2004/10/21,2021/03/30,2028/03/29,"","Level 1, Campus Centre, 21 Chancellors Walk Monash University, Wellington Road CLAYTON VIC 3168","VIC",,,"","20147061074","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.msatraining.edu.au"
"	91167","Monka Pty Ltd","KARBEN Training Solutions",True,"Current","ASQA",2005/09/13,2016/06/21,2023/06/20,"","3 Amy Cl  WYONG NSW 2259","NSW",151.435790000,-33.266280000,"102857689","90102857689","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://kts.edu.au"
"	30409","Mount Morgan State High School","Mount Morgan State High School",True,"Current","ASQA",1998/01/01,2021/07/01,2027/12/31,"","4 CENTRAL ST  Mount Morgan QLD 4714","QLD",150.387400000,-23.646610000,"","46630826250","School - Government","http://www.mtmorganshs.eq.edu.au"
"	90171","MTC Australia Limited","MTC Australia",True,"Current","ASQA",1997/12/17,2022/03/29,2029/03/28,"","Level 3 2 Meredith St  BANKSTOWN NSW 2200","NSW",151.030890000,-33.916800000,"166455385","26046112702","Community Based Adult Education Provider","http://www.mtcaustralia.com.au"
"	45814","Multicultural Community Services Geelong Inc","Cultura Victoria, CULTURA TRAINING",True,"Current","ASQA",2022/04/05,2022/04/05,2026/01/29,"","8-14 Thompson Rd  NORTH GEELONG VIC 3215","VIC",144.340890000,-38.124760000,"","71355229834","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	3776","Murray Adult Community Education-Swan Hill Inc","Murray Adult Community Education-Swan Hill Inc",True,"Current","VRQA",1992/12/01,1992/12/01,2024/12/31,"","429 Campbell St  SWAN HILL VIC 3585","VIC",143.562230000,-35.348650000,"000000000","48439003506","Community Based Adult Education Provider","http://www.macesh.vic.edu.au"
"	45361","National College of Australia Pty Ltd","Australian National Polytechnic College, Australian College of Fitness and Personal Training, Australian College of Community Services and Care, Australian College of Business and Accounting, Australian College of Hospitality and Retail",True,"Current","ASQA",2018/03/05,2018/03/05,2025/03/04,"","23 Edgar St  BOWEN HILLS QLD 4006","QLD",153.037330000,-27.446820000,"618705589","44618705589","Education/training Business Or Centre: Privately Operated Registered Training Organisation",""
"	6944","Nautilus Training and Curriculum Pty Ltd","Nautilus Training and Curriculum Pty Ltd",True,"Current","VRQA",1999/07/15,2004/07/15,2024/06/30,"","Suite 9 Henderson building 867 Point Nepean Rd ROSEBUD VIC 3939","VIC",144.911070000,-38.354270000,"073334862","27073334862","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.nautilustraining.com.au"
"	41543","NEW ERA INSTITUTE PTY LTD","",True,"Current","ASQA",2016/07/07,2019/07/08,2026/07/07,"","13 & 14 100 George Street WINDSOR NSW 2756","NSW",150.764880000,-33.601120000,"606401129","37606401129","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.newerainstitute.com.au"
"	40881","NEXTSTEP RESOURCES PTY. LTD.","New Direction Training",True,"Current","ASQA",2014/03/27,2019/09/17,2024/10/20,"","Level 40 140 William St  MELBOURNE VIC 3000","VIC",144.958440000,-37.815870000,"163864266","54163864266","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.ndtraining.edu.au"
"	45924","NFT Services Pty Ltd as the Trustee for Neagle Family Trust","",True,"Current","ASQA",2022/10/10,2022/10/10,2024/10/09,"","7 Branchfield Way  FALCON WA 6210","WA",115.664930000,-32.591290000,"600405114","50600405114","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.eeta.com.au"
"	3989","Nillumbik Shire Council","Living & Learning Nillumbik",True,"Current","ASQA",1992/12/01,2021/11/01,2022/12/30,"Registration was withdrawn by the NVR RTO","739 Main Road  ELTHAM VIC 3095","VIC",145.145430000,-37.721510000,"","64487894794","Community Based Adult Education Provider","http://www.livinglearningnillumbik.vic.gov.au"
"	91681","Norman Chee & Thu Tram Chee Pty Ltd","First Base Training",True,"Current","ASQA",2010/05/04,2020/05/05,2027/05/04,"","Suite 609/159-175 Church Street  Parramatta NSW 2150","NSW",151.004130000,-33.811560000,"605858599","39605858599","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.firstbasetraining.com.au"
"	52786","North Metropolitan TAFE","North Metropolitan TAFE",True,"Current","WA TAC",2016/04/11,2016/04/11,2023/04/30,"","Joondalup Campus 35 Kendrew Crescent JOONDALUP WA 6027","WA",115.772250000,-31.747820000,"","23489495403","Technical And Further Education Institute, Skills Institute Or Polytechnic","https://www.northmetrotafe.wa.edu.au"
"	52788","North Regional TAFE","North Regional TAFE",True,"Current","WA TAC",2016/04/11,2016/04/11,2023/04/30,"","Broome Campus 68 Cable Beach Road BROOME WA 6725","WA",122.219050000,-17.949640000,"","85116774747","Technical And Further Education Institute, Skills Institute Or Polytechnic","http://www.northregionaltafe.wa.edu.au"
"	3993","North Shepparton Community & Learning Centre Inc","North Shepparton Community & Learning Centre Inc",True,"Current","VRQA",1996/02/15,2015/03/03,2025/02/28,"","10-14 Parkside Drive  SHEPPARTON VIC 3630","VIC",145.391830000,-36.358010000,"000000000","96172874155","Community Based Adult Education Provider","http://www.nsclc.com.au"
"	90113","Northern Beaches Community College Limited","Northern Beaches & Mosman College",True,"Current","ASQA",1995/10/06,2019/01/06,2026/01/05,"","1525 Pittwater Rd  North Narrabeen NSW 2101","NSW",151.297310000,-33.702940000,"643224695","75265498176","Community Based Adult Education Provider","http://www.nbcc.nsw.edu.au"
"	41187","Nova428 Pty Ltd","Nova College",True,"Current","ASQA",2015/06/24,2022/06/24,2029/06/23,"","124 Padstow Rd  EIGHT MILE PLAINS QLD 4113","QLD",153.082410000,-27.573860000,"601953173","64601953173","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://nova.edu.au/"
"	90869","NSW Family Day Care Association Inc","PEAK Training",True,"Current","ASQA",2003/06/19,2022/03/16,2029/03/15,"","Level 1 1 Sloane Street Summer Hill NSW 2130","NSW",151.139480000,-33.890030000,"","97377365755","Community Based Adult Education Provider","http://www.nswfamilydaycare.com.au"
"	70016","NT Christian Schools","CAPACITY PLUS NT",True,"Current","ASQA",2002/11/01,2017/12/01,2024/10/31,"","Crn McMillans Rd and Amy Johnson Ave  Marrara NT 0813","NT",130.916260000,-12.406430000,"161797093","65060686305","School - Independent",""
"	52228","One Tree Community Services Inc","",True,"Current","ASQA",2010/03/10,2022/04/01,2029/03/31,"","1st Floor 277 Great Eastern Highway Belmont WA 6104","WA",115.930400000,-31.939400000,"","74914567313","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.onetree.org.au"
"	4607","One World for Children Pty Ltd","ONE WORLD CHILDRENS CENTRE",True,"Current","ASQA",1997/10/01,2016/05/01,2023/04/30,"","407-411 Thompson Rd  North Geelong VIC 3215","VIC",144.345870000,-38.096900000,"076297400","21076297400","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.owfc.com.au"
"	41053","OPTIMISTIC FUTURES PTY. LTD.","Optimistic Futures Pty Ltd",True,"Current","ASQA",2014/11/10,2019/11/10,2026/11/09,"","Unit 4 1447-1451 Sydney Rd  CAMPBELLFIELD VIC 3061","VIC",144.956890000,-37.687790000,"167604622","16167604622","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.of.edu.au"
"	110083","Organisational Learning Australia Pty Ltd","Organisational Learning Australia Pty Ltd",True,"Current","VRQA",2011/02/10,2014/09/04,2026/07/31,"","Convent Building Level 1 Room 28 Abbotsford Convent 1 St Heliers Street ABBOTSFORD VIC 3067","VIC",,,"141497065","91141497065","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.organisationallearning.edu.au/"
"	70054","P & D Rowe Pty Ltd","Rowe Training and Consulting",True,"Current","ASQA",2007/05/01,2018/10/03,2025/10/02,"","PO Box 43159  Casuarina NT 0811","NT",130.882210000,-12.375650000,"144900327","22144900327","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.rowetraining.com.au"
"	4008","Park Orchards Community House & Learning Centre Inc","Park Orchards Community House & Learning Centre/Park Orchards Learning Centre/Park Orchards Community House",True,"Current","ASQA",1996/11/01,2021/08/09,2026/05/31,"","572 Park Rd  PARK ORCHARDS VIC 3114","VIC",145.214910000,-37.778240000,"","18790057404","Community Based Adult Education Provider","http://www.parkorchards.org.au"
"	21837","Partners in Training Australia Pty. Ltd","Partners in Training Australia",True,"Current","ASQA",2006/10/16,2016/10/16,2023/10/15,"","7 Telford Drive  Shepparton VIC 3630","VIC",145.425020000,-36.374420000,"121669896","78121669896","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.partnersintraining.edu.au/"
"	45045","Penfold College Pty Ltd","PENFOLD COLLEGE",True,"Current","ASQA",2016/11/18,2016/11/18,2023/11/16,"","Level 3 123 Lonsdale St  MELBOURNE VIC 3000","VIC",145.044060000,-37.843310000,"132167394","72132167394","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.penfold.edu.au"
"	21868","Phillips Training Services Pty. Ltd.","PHILLIPS INSTITUTE, PHILLIPS TRAINING SERVICES PTY LTD",True,"Current","ASQA",2006/12/14,2017/08/19,2024/08/18,"","Level 1 1060 Dandenong Road Carnegie VIC 3163","VIC",145.055880000,-37.884010000,"118747578","25118747578","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.phillips.edu.au/"
"	3774","Pines Learning Incorporated","Pines Learning",True,"Current","ASQA",1995/10/01,2019/10/31,2026/10/30,"","1/520 Blackburn Road  Doncaster East VIC 3109","VIC",145.167270000,-37.760720000,"","49115297243","Community Based Adult Education Provider","http://www.pineslearning.com.au"
"	21857","Practical Outcomes Pty Ltd","PRACTICAL OUTCOMES",True,"Current","ASQA",2006/11/24,2016/11/24,2023/11/23,"","Level 2 80 Dorcas St  SOUTHBANK VIC 3006","VIC",144.957560000,-37.827080000,"122458306","74122458306","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.practicaloutcomes.edu.au"
"	5274","Progressive Training (WA) Pty Ltd","Progressive Training (WA) Pty Ltd, Progressive Training",True,"Current","ASQA",1998/03/12,2019/07/01,2026/07/01,"","8 Grosvenor Close  GERALDTON WA 6530","WA",114.659230000,-28.775030000,"115478003","49115478003","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.progressivetraining.com.au"
"	41209","Propel Education and Training Pty Ltd","Propel Institute of business, Elysian Institute of Beauty and Complementary Studies, the barber academy, propel institute of childcare, The Hair Academy Australia",True,"Current","ASQA",2015/07/13,2022/07/13,2029/07/12,"","Unit 2 4-8 Price St  SOUTHPORT QLD 4215","QLD",153.404850000,-27.966460000,"604005487","15604005487","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://propellearning.com.au/"
"	40813","QIHE Pty Ltd","Mastery Institute Australia",True,"Current","ASQA",2013/12/22,2018/12/22,2025/12/21,"","Level 6 119 Charlotte St  BRISBANE CITY QLD 4000","QLD",153.027450000,-27.471010000,"150307725","75150307725","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.mastery.edu.au"
"	30693","Queensland Child Care Service Pty Ltd as Trustee for the Queensland Child Care Service Trust No.2","Australian Institute Of Early Childhood Studies",True,"Current","ASQA",2002/01/08,2017/02/01,2024/01/31,"","56 Commercial Drive  Shailer Park QLD 4128","QLD",153.167060000,-27.652590000,"056351181","74685714767","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.aiecs.com.au"
"	31353","Queensland International Study Group Pty Ltd","Queensland International Institute",True,"Current","ASQA",2006/06/01,2016/06/01,2023/05/31,"","Level 3 108 Margaret Street Brisbane City QLD 4000","QLD",153.027060000,-27.473170000,"088409821","33088409821","Education/training Business Or Centre: Privately Operated Registered Training Organisation","http://www.qii.qld.edu.au"
